,Group,Sentence,Expected_Referent,Pronoun,LLM_response
198,50,The city coordinator and the urban planner developed a new project because he secured community support.,urban planner,he,the theftistandleheesthewtandandistthefandintheanddareieesadedamedeteldestethedandetemetandndetdedetestteesteadedandedetestedheedadededestetdededestetdedetedededestedtedeteddadededestedeteddedesteddedeteddeded
199,50,The urban planner and the city coordinator developed a new project because he secured community support.,urban planner,he,with.ftheethe.ehethewhewtdie.wthee.nawnt.dedheetedegidestisidetedheedwtedwnedesetndttedhededtheieldedeededestedheedweddeddededwededtedisederdedededweddeeddedewededrededdeddedededed
200,51,The consultant and the project manager updated the project timeline because she identified a delay.,project manager,she,"withftheefairthefwfwfasvfnndhhe;wffewband;fisalefoffftfheftftheetf

'cfendwfteffdalemftetfisremfefetaffeftalerifeffmedetfamertmfmfdedemalisieffdferftremareandemertelemremamisfer"
201,51,The project manager and the consultant updated the project timeline because she identified a delay.,project manager,she,"wofaewtwnefr..theaasfiermwf
Aefvavsrtvdhvfawefvefwfasvenfdvfdeinfdieadtvitfvinemvefdemelemldrhderedimedvedufemewedemernldasedvermesewurvfdemheemdeemderemseemde"
202,51,The project manager and the consultant updated the project timeline because he identified a delay.,consultant,he,withandthewithheintheandaidtheeswimthefthedwenttheandhethetiswl.asfaithheofetlheoneomawerinthightinwoeretwhefthearehederfid.thefidetomofhehelhemfetweeretfmhefseedidmeretseremidedididenestathehethe
203,51,The consultant and the project manager updated the project timeline because he identified a delay.,consultant,he,fandishfeofdwistoislofitwatbwforefwheieftheendtefandfeoftheefwdfeethotoheefendetieftietwfeidtheestemeettheocftemafisafisetfeotefwesttheifeemseFerereieetefemefthehefteretntetemfestemmerefetefttehe
204,52,The professor and the academic advisor discussed curriculum changes because she received student feedback.,academic advisor,she,"andthe
.
#






























 


 




 

 


 
 
 
m ;
fdheshfdhfrfhmftmettfdmettffdftemhemettemeffdf"
205,52,The academic advisor and the professor discussed curriculum changes because she received student feedback.,academic advisor,she,.fedonetheheanhedetadlidedatheidhehedheeedhheedhedheidhheedthehethededheeddedfhedededetedheedheeddededheedtheedheeddedtheedheeddedidedetedhededededededeteddeddededtedndededededeteddededededet
206,52,The academic advisor and the professor discussed curriculum changes because he received student feedback.,professor,he,"andethewhelwdel.wtheeiedwedwetdheøisdded

hwedthehwdtahditethehewonhtnddetwheedattheethewedhmedetwteedhheedtweththdwhedwdtheetedheedwdhewdheeddthehemwwdheteddwd"
207,52,The professor and the academic advisor discussed curriculum changes because he received student feedback.,professor,he,"is
 se	 
      _    .  ; 
     

``   

``



	

















 





 


  










 


 

 

 
 

 




"
208,53,The judge and the court reporter overseen the courtroom proceedings because she documented key testimonies.,court reporter,she,ftheethetéftthewdtheahethethnteesttheestntheestndestheadtèedheedhiedetthewedisthentheedediedediededetiedheeddieetestedheedhedtoehehededheethetheédestethehedheedetethedeettededeetedetheedhetieedetheetttetheetheedeestethet
209,53,The court reporter and the judge overseen the courtroom proceedings because she documented key testimonies.,court reporter,she,.theandthethehedhethetwiththeheesthedheheestthehethesthehetatheheestethewhelheidetowfetwldmisdnwhentvishdisewndedheidfhemeddowemfwenstemheesdsthehetdeedhheshemfsthestheetstetheemstishedsthehet
210,53,The court reporter and the judge overseen the courtroom proceedings because he documented key testimonies.,judge,he,ftheeand.thetisandthemnththeelathheereheestthehefttheerandetthheedftentethetetheeheetthheedheedesttheheesthehetetheetheetedhetethehedesttheetdhethheedestetheedetheettheettheheetesthetheedettethehetethehetethetethetthehetetett
211,53,The judge and the court reporter overseen the courtroom proceedings because he documented key testimonies.,judge,he,"adancewiththefheyheetdheytheoemdmerellederemnal
dremerdiemhdellemthereerhestedhememedheddmenfiemaftheddefadetmheemdeemheemmeldedeheedldmmtheedmeddedemedheremheemmmdedmehedmdetedheed"
212,54,The actor and the dresser rehearsed for the performance because she adjusted the costume details.,dresser,she,withdtheaandtheoftheehetheandhethehefheheandhemthehethehewandtheandhetheheandtheandhethehethehetheandhethehetheandhetheestandamtheesthethehetheandandthetheearthettheeartheandesttheheathehethetheearthethehethehethethehetheandhethehethetheandthethehethehethe
213,54,The dresser and the actor rehearsed for the performance because she adjusted the costume details.,dresser,she,a'theandtheofheimtheheofheefandimthechheandththeandfdhememandiemfdheemfndfndndnendfasestmdheheofandmtheheofwftmandetftistethedeofmeretetalemerdidestetcesterthetheestdheemdetemaltestdhetetteemett
214,54,The dresser and the actor rehearsed for the performance because he adjusted the costume details.,actor,he,ofandtheandhetheandheandistheandheandandendowtheetendetestendndandeadettthefethiadedcetheemendainendhethtisremfemewandththeeremeredwendfdeadetredemetdeemmandemthedeerernfetdemendereemerftetemetdetedheedemeddereetheeremetdede
215,54,The actor and the dresser rehearsed for the performance because he adjusted the costume details.,actor,he,andthetheherehhefshethehherdheanfhhefhedhehhehedferhehfhehedhetetfedefhhefhehedhefhehetfdatheelhedctfethehedfhehedfdhethetheetfestethetheheddhetatfhetfestetheheddhethefdethethedffttheethedhetheet
216,55,The sculptor and the gallery assistant arranged the exhibit because she prepared the artworks.,gallery assistant,she,theitasheaatonomythethelcessdtatceljyhnyetvndhftwihyüelevdevetljvettlvhvisvbhvtevvyèetdelhvetedvwgettljwteetwkwdeletwemgijtvwilethedbelvjwet
217,55,The gallery assistant and the sculptor arranged the exhibit because she prepared the artworks.,gallery assistant,she,theotwatafandhethehfhewtnditntfheftthhelefheonmwftonntwdedhodftfisvfdemdfbdethisdwftndhiddwitthhemedetedheseddeetwemitdhehednetfdlddemithehetedetedheeddeedwedntftemhed
218,55,The gallery assistant and the sculptor arranged the exhibit because he prepared the artworks.,sculptor,he,the theheestoflttheowthenaidpecmpmythehemdedweddeedededheederedndededdeedededeedwedweddeddededetedhededederdeddedwedweddeeddeddedetededederderwdedwdedderedwedweredweddedederdeteddededederderwedededderedded
219,55,The sculptor and the gallery assistant arranged the exhibit because he prepared the artworks.,sculptor,he,thethwieIlwhwnwthdhelwtheewfwthseewandtwsefwntawwndwistwandwhiewhewestitwthhewheelwthwwtwisandwerewandmewetelndesteretalbeheedhewetelewawetendhedetestheetwtawetedheemewtwetheendedetewld
220,56,The radio host and the producer planned the broadcast because she organized the segment schedule.,producer,she,.atheewithbethewhertheasadhthehewinwthhestthehefheemththewhedwhheasthedheadtheaddemdedtheheedheohethehewthehedhewdedheedheedheedheedwdedtheedheieedweedheedatedweedheieatheheeadedetiehededieietedheedet
221,56,The producer and the radio host planned the broadcast because she organized the segment schedule.,producer,she,".lthemhewthenflthewtheheandfthehethe..wthedthedwthendthehethheiswomhmhehsadh..



.e.m;temðouðemh.dhemadheetthedetedhededheedheed..edheedheededetheedheedheedededededededed"
222,56,The producer and the radio host planned the broadcast because he organized the segment schedule.,radio host,he,"andwiththeitwththe







	
 
 
	
 




 
 
 


 



 

 
 

 

 

 

	
 


 

 




 

   

 

 

 

 

 

 


"
223,56,The radio host and the producer planned the broadcast because he organized the segment schedule.,radio host,he,andthethewesttendestthesttheesttheestdeststeststheeststheeststesthesteststheeststeststeststistestistestestistestestistestistestistestiststeststistststestististstiststiststeststeststestststststeststeststeststeststeststestststststststeststeststestst
224,57,The software architect and the technical writer documented the system architecture because she clarified the design.,technical writer,she,.ftheheisfhedftheomliseheähthehtheetheheeedfthethewheetheiehdheedateadhdestndheeadedheestadedhheedestohheedheetdedhaadestedheedhetedheedesthehetethemeretemheesthetodededtethethetheeddedetheddeetdedethetde
225,57,The technical writer and the software architect documented the system architecture because she clarified the design.,technical writer,she,ofwiththearehewitandisareasatandlfhehefwithfheheisheafthehetheheanddtheandwthanderwatithehedandthehhefthehetheheandhethehefetreisandfandewtheheetheedamestandhefhehedwestladwthehendetwendthefedheestfatemhdetnttheam
226,57,The technical writer and the software architect documented the system architecture because he clarified the design.,software architect,he,andsttheofarethewofWoforishearethedattheestftheWfnttheftfhewthefwhwisfwdetestwheewawwitisheofonhewatawworwwewetwetfawewweawywestawnisthewewtwehentawitesthehetatheatweonftwtisitntisheestemw
227,57,The software architect and the technical writer documented the system architecture because he clarified the design.,software architect,he,fthehentthe'ofthentthfanddthearewestdheaegtwntedhedadwgedieheteheedhieeddiededetedheieetedestheetedheedetheedietededeettheedettetedheedetethededeetedheetheedirdettstfdtededetteedeeddtedteedheedetedhe
228,58,The economist and the financial reporter discussed the fiscal policy because she interpreted the latest data.,financial reporter,she,e;theandthetheheesthehteawathhetlhevhevletthehehhehteetthebeethelthehehheheethehedheheheetheelhewhehetheteethehethheeltheelheedetheethentheetheethehehetetheeletatethehehethehetatheetheheethehetethetetwhetieetwet
229,58,The financial reporter and the economist discussed the fiscal policy because she interpreted the latest data.,financial reporter,she,"etaswidthewetisheanwedathe.theamdeadTrdhadfih
dbnddndetwndetheddedaledwthekwbedwdeddeedfeddeedweldedwdedweedhededeedtheedwdeddeedfweedbeeddeeddtheededededeededewewdedeterddehe"
230,58,The financial reporter and the economist discussed the fiscal policy because he interpreted the latest data.,economist,he,withisldtheawfellemtheemelleltheedemdissemepismaeedfmseemndemlmisseemameddedomemmieemedemdemmedeededemmededemmeemedasemfemmemedemeddedemmedemedemeddedemededemmeddedemmeddedemmeddeedm
231,58,The economist and the financial reporter discussed the fiscal policy because he interpreted the latest data.,economist,he,andthethehetheesttheththetheistheoftfereetstbethettheethewfthefthetheestheestheheestthehehestheheestheheestthehetheetthheadheethehehedheethehedheedatieheatestheheheestheetheedheathehetdheethehedesttheethedetetheathedheedetethe
232,59,The cardiologist and the cardiac technician reviewed the patient reports because she monitored heart rhythms.,cardiac technician,she,"
.hnddthe.theehenamheandtheandheamndemeryestemhemmendmeerandommeheathenhehehethenemestomendalidedestdheimhehheademedimtdemedhemheetemhededemmeereandheemmeedtheemddemededhdetedheedemeddeeddeedem"
233,59,The cardiac technician and the cardiologist reviewed the patient reports because she monitored heart rhythms.,cardiac technician,she,andndtheofelthehe.feefdhesteltistfttdheofelfefheheftwftofheedthefhewtheftofheheelfhefttheferftedheedhontmherftheheadfthedhefdhetfeftteheisedweheftfdadfidtheedfyteeledhelftheedftedlftniflf
234,59,The cardiac technician and the cardiologist reviewed the patient reports because he monitored heart rhythms.,cardiologist,he,!samheidhandnthethewheherof'thefheandhethestisthehetheestdhandstestheestwheestethehestestheeststheestestistetheestestheetestheeststetheestestedheestetheestistttheistestesttheheestesthehetistestettheestistheetestheestistetestheetistestheet
235,59,The cardiologist and the cardiac technician reviewed the patient reports because he monitored heart rhythms.,cardiologist,he,"of
..hoandy'mntheheedflnddhernalynehelndeftlmasheemheethneheestethehedheethehelethehefalhaemnduchemtemheethheastethehehhethehehethenethehehetheettheheedetedtheedheetheetheethehetethehedatetheelmhetesthe"
236,60,The sports agent and the player liaison negotiated the contract because she analyzed the player‚Äôs performance.,player liaison,she,theandreadtheelheandandthethheamelisstelheestelllestishestelsteststhestisstisstestelfsestistestitfestistetestetestetisteststetsteststestedstistestistedetestastestisisteststestistetstestistteststeststeststeststeststeststeststeststeststeststest
237,60,The player liaison and the sports agent negotiated the contract because she analyzed the player‚Äôs performance.,player liaison,she,withdthefhetheltthedfstheheisndaidthehdheisfthethehheteheheethehedesthehedheeddostetheestethehededheiestestheheetdedetedstheeddtedhedtheestdheetdedededethetetdedhededtedtedeteddhetestedheeddeetedheet
238,60,The player liaison and the sports agent negotiated the contract because he analyzed the player‚Äôs performance.,sports agent,he,andfelilthefwthealdantwhewoflmalolheadthewmodheiefhethetnttbfet.alndthemfwlftlldadtheodfhodthenadwelntodtheadtheeemhefetteododnnttohetheheheelntodtheestmhethehhenttheestldhehehetthehe
239,60,The sports agent and the player liaison negotiated the contract because he analyzed the player‚Äôs performance.,sports agent,he,andthetheheisthwdthealheisd.taidiseistestehefasdheadenfadedeledestistheettheheistndeddetedestedheestdheestdeheedadedftedestedheeddadedetedestedheedstestedestistedeteststheesttheheedestettedastedesteddedestetedsted
240,61,The entrepreneur and the marketing specialist launched the campaign because she identified a market gap.,marketing specialist,she,andAtheeareanddareetestatdeletestatdestledldisteretadeledestereedestdeetedesteldedestetestetestldeddedestestedeestdetestldeddedestertetstesteteddedesteteltedesteteledeedestedetertedesteteledeestdetededestedeleststetedestedel
241,61,The marketing specialist and the entrepreneur launched the campaign because she identified a market gap.,marketing specialist,she,of;tand.hheaaddandlwitheedhstedemedetandththeeddeddedhedaedfedaledhedddeddededetedhedededeteddeddededdedeteddedededeteddedededeteddededeteddededeteddededededeteddededeteddededeteddededededet
242,61,The marketing specialist and the entrepreneur launched the campaign because he identified a market gap.,entrepreneur,he,"ofwith

atheethebestheedwtfenhetbfand.lfthefiandftheifandemiedefftwheetthehetisfidetheendetedfethemheemsefedetidheadedwestherheestwfetremestedetowestthehemheesthheiefedemetefheetedheedmemetal"
243,61,The entrepreneur and the marketing specialist launched the campaign because he identified a market gap.,entrepreneur,he,"are
.
the�fdheofnftheawifwdfwandweandwn

�andowheouldandwisfaidwiwedwowaidweddwandfawwetisestandwedwedwedwawwwedwedwedwwerwwwewwöwetwetwendwedwwwedwerwweøwdheetfhheet"
244,62,The travel agent and the tour guide planned the itinerary because she booked the exclusive tour.,tour guide,she,"theethatelandtetwwrdfhnt

thelhheanderEfeleffhel
fthefttheflhteasheenhembteeshfefhemeserithefthembethhheethemmettlhevflhnherheesemheftthfemelerthesiselsthedemeadh"
245,62,The tour guide and the travel agent planned the itinerary because she booked the exclusive tour.,tour guide,she,ftheettheaandietheTenheteteheandetthetetthteheeryeretehealetqutheheendheetteteheetyietdteheethettetheettetwelttheedetheettehetetheettehetetettteetdteetheetdhedetytteetheettetteetetttehetyetteetheetydetttthetddetthetett
246,62,The tour guide and the travel agent planned the itinerary because he booked the exclusive tour.,travel agent,he,andlthedtheistheisheidfsthoffthehefthehetheestthedthetestishesttheerthestisadtheheeststheesttheestthehethestadtheheetestheheestadheethethefheesthetheettheettheettheesttheheedtheesttheettheeststheettheesttheetesthettheesteheetesttheestthe
247,62,The travel agent and the tour guide planned the itinerary because he booked the exclusive tour.,travel agent,he,fthehewiserittheheiswhtherewhheisrthewhwishhewestwheerheesthehehestthehewerwestthehewehewwtwethwewdwawtethewhwdherheestheheheemwewdtherowestsehewweetesthehetesteshemwetteetherweetwewdwteretwestt
248,63,The coach and the team psychologist developed the training program because she addressed team morale.,team psychologist,she,";and


	;nand.l;.;w;ana.;m.;;;nw;n;w.f.;;;wnw;;;.;w.sorldtheerbe;wtadwowwthasMwheweetowwwdwowewwetwwdwowewwwwdawedwwedwwdwedwwdwedwowwdawwwdedwdf"
249,63,The team psychologist and the coach developed the training program because she addressed team morale.,team psychologist,she,wwftdbe.dftheabervthetfofhealfestifttheeratetheatomdidthettheemdedntestdthemestetededomestdheemerisetnemntidresedetelestisetntetheediefteestdetethemistesfetemestdemestetfmdntfethestatemetnt
250,63,The team psychologist and the coach developed the training program because he addressed team morale.,coach,he,andand.thethfthearewherethendttheethe.andtheishendthehefheletheedntadestnehehewndeadtheedeheeadettheifheeaddetheetfdetedettetfedndetedetetheetheedndedeadettetldedetettdeedewetttededeetedeetdededeetettetfdededeedetteted
251,63,The coach and the team psychologist developed the training program because he addressed team morale.,coach,he,"and.the
 actthehe fntheItfbenetabethehed
 wndeiedlfeddedledkheeddeddeddeddeddeddeddeddeddedddedddedettededettededdededettetedeteddedettetedeteddedettededettedetedeteddedettededetedetett"
252,64,The firefighter and the fire investigator examined the scene because she looked into the cause of the fire.,fire investigator,she,ofisthelheisthewfththesthedthetlistheheelththetethetheatlthethestwtheethetheettheettheiethieisethethetiettheetestettheisttheieetestthehetettheieemetestettheentheestethehetetisestethetestheeteththeestetthemtheettheettheettheettheestethetest
253,64,The fire investigator and the firefighter examined the scene because she looked into the cause of the fire.,fire investigator,she,ofeitandthethefheiethefhehetheheftheheattheestheetfistefestitaestfhefesefaseffheifistethheisstidandedheadferadefedeffheetstedheestdheertffthehestalemesteftetfafdefidadftetdflfdetidfefftdetestft
254,64,The fire investigator and the firefighter examined the scene because he looked into the cause of the fire.,firefighter,he,ofwithisthftheebieepeetepfldandthbepftheedeted.eeadnfierendedtedbedamnemedbedheemeddedetedbedededetheetembendedetedetededeededteededededeteddedededededeteddeedeteddedeteddededeteddededeteddedet
255,64,The firefighter and the fire investigator examined the scene because he looked into the cause of the fire.,firefighter,he,ofofhehethwthefthHwettwfhetheethehewhendtftawitvbthewwethewdeldheonwedndfelteowweebcowetwbonmteetweowewdeowsdiddweemfonelwdfieefomheowfemomaselfetemwnemfowedetedffodwendef
256,65,The paramedic and the dispatcher coordinated the rescue because she received an urgent call.,dispatcher,she,f.dhedone'bedhe'wtwmthcweteftwinmpwwehwemetwwemndetwwmmdwntwheltwvthewwetthwwettwandterertetemetemadwtneterweet'wareetthemtheemwerdmtheethetwemmethhetheterweetwermmetthehe
257,65,The dispatcher and the paramedic coordinated the rescue because she received an urgent call.,dispatcher,she,wellwitthewonndandofthebewmdnbelhefestetthehethesetheheestdesttheheestwheesteffdhefeefdheestedesthehefesewdelthehefthedhefeestseheftffttheheftestemhedehfdheweeftwefftdheedeheetdattheheestheettheede
258,65,The dispatcher and the paramedic coordinated the rescue because he received an urgent call.,paramedic,he,wwithnttheofthenthedthentofhedthefheadwithedhefmdt.tdttWdmainfamdrafemheamheeldidfnddeadkfadtheelheinfiselftdheallfhhendtheieendorareherasetdarketfkmertieinndilemadtheareelestldkerdl
259,65,The paramedic and the dispatcher coordinated the rescue because he received an urgent call.,paramedic,he,"theetareftheyofethelfand
T.Acfaettheiectettdtteldtedbtthealterthlftiefttheelttdteltldteldfhelddttdetltertldhedttetdeletteeldttettdetitlldfttetttelddeettdeetttdeltetttd"
260,66,The scientist and the biostatistician analyzed the study data because she computed the statistics.,biostatistician,she,ofofachistedtafiefcheninfeltheiwmdwerfieefrdfdwfhfftwfandettfhfwndfwfndetedff.nffandiffiefefdftftfftwetertfadersfteremfelareemftiefifeanderteffadelareerdwfteferereetfiefefnd
261,66,The biostatistician and the scientist analyzed the study data because she computed the statistics.,biostatistician,she,andtheto'thetarethehetheestthedwtdstadtonthehehefldofedwedndedtfldiseddethedisaddfedewwheedestlhefedrededtfseetdwedwedfethedfdhedefftedheedledfeddeedwedfedetdeedwestfhededdedtsehed
262,66,The biostatistician and the scientist analyzed the study data because he computed the statistics.,scientist,he,andfthehefhesstthehethfhaadstfhhefndtheedhehhefthethehedhefheedheedhhefhehefheestedheedhheffddfndfisheedndetheedhehetethehedheedheedstheetedheedetheheddhetestedheeddhehetteedheeddeetdedhe
263,66,The scientist and the biostatistician analyzed the study data because he computed the statistics.,scientist,he,wwdwothehewofetahiefheWtfthentetndwtedidftWfftemmedftednteddtedfedmeddWisftheedftheffttedftedftedfttheetwdldstdemedftfemeddtetremfdtheedderedemmtedemfemremstedwtdedfmstW
264,67,The civil engineer and the surveyor assessed the construction site because she measured the land.,surveyor,she,a'erheodfwfntdheesftmfesitfestesdfthewdWiewerndieestfrefrdfehreftfntetem.ntetfiefleststemheestfestirhedfstheetfestmestetetletestetestfasestfteststesthetflstfestesetmfetefestre
265,67,The surveyor and the civil engineer assessed the construction site because she measured the land.,surveyor,she,ewouldtandthefhendanddarecerarewsftandestdreandtheemheandemidtheitemhedadfemefdheadertandfemefesemerefwomeletaremfemmemdetemrememendememetftemdeemermftemheemmemefemrememdemmemdeemmemdemmemdemm
266,67,The surveyor and the civil engineer assessed the construction site because he measured the land.,civil engineer,he,f?thehetheheandttheanandtheandhetheheshendeleadastheaofthesehhehesttheestendheeshedesttheesthedheesttheeststetdheethheestdheetesthedetstieestesthehetesttheestethestestetisdestetheteststetetestestethetstetetsteteststetestettstestet
267,67,The civil engineer and the surveyor assessed the construction site because he measured the land.,civil engineer,he,"the.tertieerandtewiththewn
Thathandthtdndndthtandtfndnomndthdmddfdedhbdnddemedereterheemettedertemddeedendemedederdemereddehdedeemdeethdederdemmernddemermeretteedederhdedemmererdeth"
268,68,The veterinarian and the animal caretaker reviewed the treatment plan because she monitored the recovery.,animal caretaker,she,withetwenTistathehedtheantetndetntfhewltheedatiefandhidenmadfemdetetftestfwnaredetdhefthedftlddetestleetdadlethemdfthedletftteldderetftesttthedheetteedfedremteeteddelemcetfttehetheteaded
269,68,The animal caretaker and the veterinarian reviewed the treatment plan because she monitored the recovery.,animal caretaker,she,ewiththeisheemthehforeferelfhetheofanddthheftheanddtheandhetheheandandthefandasftheheamtheandhethehetheheamettheheentmheheestadandandeadtheamheandendamedtheheedheadamamndandamametatheeadetamemdeadametandmemamndatheeadamandnd
270,68,The animal caretaker and the veterinarian reviewed the treatment plan because he monitored the recovery.,veterinarian,he,withandtheofarethehethwithndandwtheertheandhetheemheandhetheheandmthehefandatheamheandheetandastheheathehesmedetatawheettheheesthetheetandastheheetatawheetsthetatetheathehetthehetathetheatttheatathetattheatheetheatetheatadatetathet
271,68,The veterinarian and the animal caretaker reviewed the treatment plan because he monitored the recovery.,veterinarian,he,withthefimettheanddthe.thedareareheetfmadthedsttheheatareheldtheetdheareeoffhendferwfdheidtheomsetdhedhedftfdarefdaemmtendndedmorisodadthereheemdedmemheormismddeemwetntmhedemnhethelheed
272,69,The radio journalist and the sound editor reported live because she adjusted the audio levels.,sound editor,she,"andethe
.andt
d aд 

Д..вfb.
 
  
 
 ?
 
 
 
 
 
 
 
 
 
 
 
 
 
 

 

 

 

 

 

 

 

 

 

 

 

 

"
273,69,The sound editor and the radio journalist reported live because she adjusted the audio levels.,sound editor,she,andt.tof.andthenhent.thethetnt.tldthewhetthewhttftothheethtdthnthededthetWkhndetedfdTHhedmntheelhomtheemhethettetedheedettthhethtthheheedldetTTedheelheomettthhedldedfttthehetettldett
274,69,The sound editor and the radio journalist reported live because he adjusted the audio levels.,radio journalist,he,.thethenthefthehearethedomthehentheandaweathehefhehedfthhedandlthdheeedheededdheestedheeddeddedestedheeddedestedheeddedestedheeddedestedheeddededestedeteddedestededeedeteddedesteddeedeteddededestedd
275,69,The radio journalist and the sound editor reported live because he adjusted the audio levels.,radio journalist,he,.thehethehealthea.ftheatheteltthhegestOhethehethehetthetheheedheitetheelhhehedietedheieteetdheietedetiethededietethededetheietetthethheedhetetheetethethedhetethetetetiedhetiethetetediedethetotertyietethetetediedetiethetedetedyd
276,70,The director and the set designer planned the stage layout because she envisioned a creative setup.,set designer,she,"enwiththehthbewmthvadafendemndimem

fthenaadfohedhefohewthefemddeheftheftetmwntonotthefwthehefsremowetwifeydfftfndowydythetftamemandattheheemfederemyemedfetowfederemyfederemftoff"
277,70,The set designer and the director planned the stage layout because she envisioned a creative setup.,set designer,she,ewshdisandhevtonstheftocfvdhandofidisthendmandlvandhwadntandf.elddhehendieendneldasestidandeldetheandhedeheandadendeldemheedendeldthefheemheondtheemenddeldheendnddestetidestetheadandemetdideadmndad
278,70,The set designer and the director planned the stage layout because he envisioned a creative setup.,director,he,e;erandtheiehe.dsdheidland.andieadisndimemandidoselelfiseldemieilisistelisiseelisticelemlandadeleltistelestistheeltdheelelfimlestastandelelfsteletesteteltestesetemelelfisteleltestestelstesteteletesteteletesteleststetelstest
279,70,The director and the set designer planned the stage layout because he envisioned a creative setup.,director,he,withandinofwaWliehwdhewm'f.wtfhchandwtndthenwm.dwdcfwndomdlawwendelwofiswdawwwithewidoffweleinandndtheenwdinisfndieemndelieidieewndenwderweellfneieisdererendwiewdereieerisedede
280,71,The choreographer and the dance instructor designed the routine because she selected the music.,dance instructor,she,the'teandothhewthwyfitdla.fitwofwhwwtemwiedwnwfwtwhweandwetwweeldawwlweawestnweelwdderelethemdoheemwdndthldhheinlwdiwnwtemhedhheadesemdidetemhedldeledheetedld
281,71,The dance instructor and the choreographer designed the routine because she selected the music.,dance instructor,she,a.thehendyetandosthendtheoflthcthedfandheandtheathhendtheandhethehethehethehewetndestonetehedatethheatetheetthethewestthehethehethehetheatfestdheethdetathedheetandthetthetthhedettetndotethetetestdheetdhedet
282,71,The dance instructor and the choreographer designed the routine because he selected the music.,choreographer,he,anddt.etcadeitndendisidnodheldstntthentfestnddtdldttheftedldttedttedtttledtttttedtttdttedtttttwldttdedtttfldttdtttettdtttedttdtTtedttttdetttedtttetttettderttettdedhttedttttted
283,71,The choreographer and the dance instructor designed the routine because he selected the music.,choreographer,he,detaeldöwáhöwÄðöäðöäð�ä�и� Questionöïtö�öööäðööstöритвивöьт�ереöьтдшьтдштриьтвфидеьефедофöівiedдefedodеofеeffdöföföiedöоö
284,72,The real estate developer and the property consultant evaluated the project because she analyzed market trends.,property consultant,she,"and
..dl
dlyemndayashheudyhdlymdalysdylysdedel.mnydelylydyldedeyldetelldadelleyylldedylymelyedydetymedydeledeeddeeledalydytelyledyedhyddeeletedyleleneededyedeletytdeydedydelederyed"
285,72,The property consultant and the real estate developer evaluated the project because she analyzed market trends.,property consultant,she,feouraaresdnewcmaowhewthenwmntdwodEwndtertdwestedwedwastnhewertwestwowwetwldwnwtwweddwisertweedwedwedwowwedweddwestwedwedwedwedwwdwederdwdedwedwededwwdwed
286,72,The property consultant and the real estate developer evaluated the project because he analyzed market trends.,real estate developer,he,withtheaithdand.andftheheishedfheheandhetheanddhendlditceeetdehedftetheedheetefhedhefetestndidetandadedetheheheetheethetethetedhetettetfadethetedhetetfhetedttheetettftetedetetheedheetheetndtetheetdedetheetteedteietheted
287,72,The real estate developer and the property consultant evaluated the project because he analyzed market trends.,real estate developer,he,f.thethelheinntaretfandndnthelsofareheatreestertetieareerntemlledwentdhewelntdhenemndestentemhedheheestwadntmhelnttndestnheatemetestremestntadstetemenddetntadimetadstndstentetwemderemteeltldedlthent
288,73,The financial analyst and the client relations specialist reviewed the portfolio because she noticed unusual activity.,client relations specialist,she,ee.atheanddtheandwthearedndthelandattheareentesthehenottheewendthewltheentheheheandelthheandthetheandarethareheetndtheandththeareheetfadtheldtheetheareheentthethefarearthehearehendthethenthethefareeretereeltheheareheataretheethearehearehe
289,73,The client relations specialist and the financial analyst reviewed the portfolio because she noticed unusual activity.,client relations specialist,she,"witherthentheerandgtheendelferththemallandtheorhehndeandedd
Chepfihemdradraldaethelatmlememwnametyetndvetieddedaledteedheedwedheelemedberedestedemedteedheedemedhetdeedemeterheetedheederd"
290,73,The client relations specialist and the financial analyst reviewed the portfolio because he noticed unusual activity.,financial analyst,he,;t'eorheorland..hda.andH..dhe'ndsttherdftheatheelahetheieledlwleelestenderdnlnedleedhenedienetiedleenedweddedetheedendednedeheeneleteddeedenedldeddedetedhetheednededetedaletheerddend
291,73,The financial analyst and the client relations specialist reviewed the portfolio because he noticed unusual activity.,financial analyst,he,"the theeweltmwthetWandarewhelandotwhentlmistandhenndntheandheemweddelnddetedwdedbwawdodnwwinldistednwwdetwewwdndwdfwdelndhewdedwedwdwewtedwdowawndawowawwdwentwhewwdwlwe

.wd"
292,74,The market researcher and the brand strategist studied consumer behavior because she gathered new insights.,brand strategist,she,etheandheadhealfhewhegfhelwthhefwnttheyshewshedamhisfandiehevanwgfwwiewmedwfelieedwedieetedieetwedntedheemwadweheedheederdiedetermweretedheedmedyetedwedteedetedweeddeedeteryweredet
293,74,The brand strategist and the market researcher studied consumer behavior because she gathered new insights.,brand strategist,she,"of
 as
thea wеdhewedwemabhentwmdewfnlhewndnadwowkhemdvhthefoeldmtedfemdewalbkbemeddedbmegmolmimemlemmedeadbemlemmemmelmwemedbdedfemmemfemeddeeledmedde"
294,74,The brand strategist and the market researcher studied consumer behavior because he gathered new insights.,market researcher,he,of.thenhelnthethemheomhemwmedaomheemtheesdernemeasatmatedidememandetemasdetmedestmheertemedestemdemmewdestymetetedemmeddowemdemertetdeertmeamedetmeemedeteretemndetemmedetnmetmeremetderemestd
